root,blocks_audited,reached_state_one_endpoint,state_one_endpoint_block,queue_at_state_one_endpoint,maximum_queue,first_return_to_zero_after_positive,longest_positive_excursion,final_queue,max_queue_block,max_queue_block_length,max_queue_block_claims,max_queue_block_capacity,max_queue_block_drift,max_queue_endpoint_height,max_queue_claim_depth_histogram
13193,22,True,21,0,2,3,6,0,6,2,2,1,1,2,d1:1;d2:1
13195,41,True,40,0,4,9,12,0,4,2,2,1,1,2,d1:1;d2:1
13197,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13199,16,True,15,0,1,7,3,0,4,3,2,1,1,2,d1:1;d2:1
13201,17,True,16,0,2,8,3,0,5,5,3,1,2,2,d1:1;d3:1;d5:1
13203,15,True,14,0,2,6,3,0,3,5,3,1,2,2,d1:1;d3:1;d5:1
13205,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13207,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
13209,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
13211,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
13213,17,True,16,0,1,3,1,0,2,3,2,1,1,2,d1:1;d3:1
13215,28,True,27,0,3,1,9,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
13217,12,True,11,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13219,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13221,10,True,9,0,1,2,1,0,1,4,2,1,1,2,d2:1;d3:1
13223,10,True,9,0,1,3,3,0,0,3,2,1,1,2,d1:1;d3:1
13225,26,True,25,0,4,3,2,0,15,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13227,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
13229,14,True,13,0,1,5,2,0,3,3,2,1,1,2,d1:1;d3:1
13231,23,True,22,0,4,1,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13233,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
13235,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
13237,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
13239,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13241,23,True,22,0,1,4,1,0,3,4,2,1,1,2,d1:1;d3:1
13243,23,True,22,0,1,4,1,0,3,3,2,1,1,2,d1:1;d3:1
13245,28,True,27,0,3,4,9,0,2,6,3,1,2,2,d1:1;d3:1;d5:1
13247,22,True,21,0,3,3,3,0,0,6,4,1,3,2,d1:1;d3:1;d4:1;d6:1
13249,17,True,16,0,1,8,2,0,6,3,2,1,1,2,d2:1;d3:1
13251,14,True,13,0,1,5,2,0,3,3,2,1,1,2,d2:1;d3:1
13253,16,True,15,0,2,4,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
13255,47,True,46,0,4,2,16,0,38,6,3,2,1,3,d2:1;d4:1;d5:1
13257,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
13259,16,True,15,0,0,-1,0,0,-1,0,0,0,0,0,none
13261,16,True,15,0,0,-1,0,0,-1,0,0,0,0,0,none
13263,21,True,20,0,4,1,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
13265,16,True,15,0,0,-1,0,0,-1,0,0,0,0,0,none
13267,15,True,14,0,1,2,1,0,1,3,2,1,1,2,d2:1;d3:1
13269,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13271,13,True,12,0,2,3,2,0,2,3,2,1,1,2,d1:1;d2:1
13273,15,True,14,0,2,3,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13275,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
13277,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
13279,12,True,11,0,1,3,3,0,0,5,3,2,1,3,d2:1;d3:1;d5:1
13281,16,True,15,0,2,5,3,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
13283,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13285,20,True,19,0,4,6,2,0,11,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13287,14,True,13,0,1,1,1,0,0,3,2,1,1,2,d1:1;d3:1
13289,13,True,12,0,1,2,1,0,1,4,2,1,1,2,d2:1;d3:1
13291,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
13293,23,True,22,0,4,10,8,0,6,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
13295,14,True,13,0,2,2,2,0,0,4,3,1,2,2,d1:1;d2:1;d4:1
13297,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13299,29,True,28,0,3,7,9,0,4,7,4,1,3,2,d1:1;d3:1;d4:1;d6:1
13301,23,True,22,0,4,2,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13303,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
13305,15,True,14,0,0,-1,0,0,-1,0,0,0,0,0,none
13307,15,True,14,0,1,3,2,0,1,2,2,1,1,2,d1:1;d2:1
13309,13,True,12,0,2,3,2,0,1,7,4,2,2,3,d1:1;d3:1;d5:1;d6:1
13311,23,True,22,0,4,3,9,0,0,10,6,2,4,3,d1:1;d3:1;d5:1;d7:1;d8:1;d10:1
13313,18,True,17,0,2,13,6,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
13315,26,True,25,0,3,9,9,0,7,4,3,1,2,2,d1:1;d3:1;d4:1
13317,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
13319,26,True,25,0,3,1,9,0,7,4,3,1,2,2,d1:1;d3:1;d4:1
13321,26,True,25,0,3,2,9,0,7,4,3,1,2,2,d1:1;d3:1;d4:1
13323,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13325,29,True,28,0,6,20,17,0,12,3,2,1,1,2,d1:1;d3:1
13327,12,True,11,0,1,5,2,0,3,3,2,1,1,2,d1:1;d3:1
13329,29,True,28,0,6,20,17,0,12,3,2,1,1,2,d1:1;d3:1
13331,15,True,14,0,2,2,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13333,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13335,28,True,27,0,5,19,17,0,11,3,2,1,1,2,d1:1;d3:1
13337,14,True,13,0,1,9,4,0,5,3,2,1,1,2,d2:1;d3:1
13339,24,True,23,0,3,2,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13341,28,True,27,0,4,8,9,0,11,3,2,1,1,2,d1:1;d3:1
13343,11,True,10,0,3,5,5,0,2,4,2,1,1,2,d1:1;d3:1
13345,25,True,24,0,3,4,9,0,3,7,4,1,3,2,d1:1;d2:1;d4:1;d6:1
13347,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
13349,13,True,12,0,1,2,1,0,1,3,2,1,1,2,d1:1;d2:1
13351,13,True,12,0,1,1,1,0,0,3,2,1,1,2,d1:1;d3:1
13353,12,True,11,0,2,2,1,0,1,5,3,1,2,2,d1:1;d3:1;d4:1
13355,17,True,16,0,2,12,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
13357,18,True,17,0,1,11,2,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
13359,12,True,11,0,2,2,2,0,0,4,3,1,2,2,d1:1;d2:1;d4:1
13361,16,True,15,0,1,9,2,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
13363,16,True,15,0,1,9,2,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
13365,23,True,22,0,3,3,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13367,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
13369,17,True,16,0,1,10,2,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
13371,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
13373,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
13375,8,True,7,0,1,1,1,0,0,6,4,3,1,4,d1:1;d3:1;d4:1;d6:1
13377,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
13379,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
13381,24,True,23,0,3,6,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13383,16,True,15,0,1,3,3,0,0,3,2,1,1,2,d1:1;d3:1
13385,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
13387,23,True,22,0,3,5,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13389,18,True,17,0,2,7,5,0,9,4,3,1,2,2,d1:1;d3:1;d4:1
13391,8,True,7,0,1,1,1,0,0,4,3,2,1,3,d1:1;d2:1;d4:1
13393,18,True,17,0,2,13,4,0,9,4,3,1,2,2,d1:1;d3:1;d4:1
13395,15,True,14,0,2,2,2,0,1,4,3,1,2,2,d1:1;d3:1;d4:1
13397,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13399,22,True,21,0,3,4,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13401,21,True,20,0,4,9,4,0,10,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13403,18,True,17,0,4,5,4,0,3,6,3,1,2,2,d2:1;d4:1;d5:1
13405,22,True,21,0,3,4,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13407,15,True,14,0,2,10,4,0,6,4,3,1,2,2,d1:1;d3:1;d4:1
13409,21,True,20,0,4,7,2,0,10,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13411,7,True,6,0,2,2,1,0,1,4,3,1,2,2,d1:1;d3:1;d4:1
13413,8,True,7,0,1,3,1,0,2,3,2,1,1,2,d1:1;d3:1
13415,26,True,25,0,4,4,10,0,9,4,2,1,1,2,d1:1;d3:1
13417,21,True,20,0,4,7,2,0,10,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13419,20,True,19,0,4,6,2,0,4,9,6,2,4,3,d1:1;d2:1;d4:1;d6:1;d7:1;d9:1
13421,17,True,16,0,3,7,5,0,2,6,4,1,3,2,d1:1;d3:1;d5:1;d6:1
13423,33,True,32,0,5,9,12,0,3,10,6,2,4,3,d1:1;d3:1;d4:1;d6:1;d8:1;d9:1
13425,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13427,26,True,25,0,3,21,9,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13429,18,True,17,0,1,15,1,0,14,3,2,1,1,2,d2:1;d3:1
13431,23,True,22,0,3,18,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13433,19,True,18,0,1,3,2,0,2,3,2,1,1,2,d1:1;d3:1
13435,19,True,18,0,1,2,2,0,1,2,2,1,1,2,d1:1;d2:1
13437,22,True,21,0,3,2,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13439,41,True,40,0,4,16,16,0,32,6,3,2,1,3,d2:1;d4:1;d5:1
13441,19,True,18,0,1,4,1,0,3,3,2,1,1,2,d1:1;d3:1
13443,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13445,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13447,32,True,31,0,8,1,7,0,10,4,2,1,1,2,d1:1;d3:1
13449,38,True,37,0,6,18,17,0,4,5,3,1,2,2,d1:1;d3:1;d4:1
13451,24,True,23,0,3,19,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13453,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13455,8,True,7,0,1,4,1,0,3,3,2,1,1,2,d1:1;d2:1
13457,22,True,21,0,3,17,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13459,21,True,20,0,3,16,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
13461,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
13463,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13465,18,True,17,0,2,6,2,0,4,5,3,1,2,2,d1:1;d3:1;d5:1
13467,18,True,17,0,2,3,2,0,1,4,3,1,2,2,d1:1;d3:1;d4:1
13469,18,True,17,0,1,5,1,0,4,4,2,1,1,2,d1:1;d3:1
13471,15,True,14,0,2,2,2,0,0,5,3,1,2,2,d2:1;d3:1;d5:1
13473,25,True,24,0,5,4,7,0,12,4,3,1,2,2,d1:1;d2:1;d4:1
13475,31,True,30,0,5,5,13,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
13477,31,True,30,0,5,5,13,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
13479,19,True,18,0,1,3,3,0,0,3,2,1,1,2,d1:1;d3:1
13481,18,True,17,0,2,4,3,0,1,7,4,2,2,3,d1:1;d3:1;d5:1;d6:1
13483,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13485,17,True,16,0,4,10,2,0,8,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13487,22,True,21,0,3,1,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
13489,15,True,14,0,4,8,2,0,6,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13491,14,True,13,0,4,7,2,0,5,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13493,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13495,32,True,31,0,5,6,13,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
13497,31,True,30,0,5,4,13,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
13499,29,True,28,0,5,5,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
13501,25,True,24,0,3,2,9,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
13503,29,True,28,0,4,9,9,0,3,7,4,1,3,2,d1:1;d3:1;d5:1;d6:1
13505,16,True,15,0,4,9,2,0,7,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13507,13,True,12,0,4,6,2,0,4,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13509,7,True,6,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13511,15,True,14,0,4,2,2,0,6,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
13513,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13515,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13517,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13519,12,True,11,0,1,1,1,0,0,4,3,2,1,3,d1:1;d2:1;d4:1
13521,16,True,15,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13523,15,True,14,0,1,5,1,0,4,5,3,2,1,3,d2:1;d4:1;d5:1
13525,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
13527,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13529,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13531,23,True,22,0,3,18,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
13533,21,True,20,0,3,3,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
13535,24,True,23,0,4,2,9,0,7,3,2,1,1,2,d1:1;d3:1
13537,11,True,10,0,4,4,2,0,3,4,2,1,1,2,d2:1;d3:1
13539,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13541,31,True,30,0,4,9,12,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
13543,16,True,15,0,2,7,7,0,1,3,2,1,1,2,d1:1;d3:1
13545,32,True,31,0,4,2,12,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
13547,32,True,31,0,5,6,13,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
13549,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
13551,37,True,36,0,6,13,13,0,9,7,4,3,1,4,d1:1;d3:1;d4:1;d6:1
13553,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13555,20,True,19,0,1,8,3,0,5,3,2,1,1,2,d1:1;d2:1
13557,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
13559,20,True,19,0,1,8,3,0,5,2,2,1,1,2,d1:1;d2:1
13561,20,True,19,0,1,8,3,0,5,2,2,1,1,2,d1:1;d2:1
13563,18,True,17,0,1,2,3,0,1,2,2,1,1,2,d1:1;d2:1
13565,32,True,31,0,4,3,12,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
13567,30,True,29,0,4,1,12,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
13569,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13571,20,True,19,0,1,4,2,0,2,4,2,1,1,2,d2:1;d4:1
13573,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13575,19,True,18,0,1,1,1,0,0,3,2,1,1,2,d1:1;d3:1
13577,18,True,17,0,2,2,2,0,5,5,3,1,2,2,d1:1;d3:1;d4:1
13579,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13581,7,True,6,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13583,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
13585,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13587,13,True,12,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
13589,11,True,10,0,2,6,4,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
13591,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
13593,31,True,30,0,5,5,13,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
13595,17,True,16,0,3,3,2,0,1,6,4,1,3,2,d1:1;d3:1;d5:1;d6:1
13597,24,True,23,0,3,5,5,0,7,4,2,1,1,2,d1:1;d3:1
13599,23,True,22,0,4,1,10,0,6,4,2,1,1,2,d1:1;d3:1
13601,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13603,16,True,15,0,4,7,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13605,16,True,15,0,4,7,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13607,16,True,15,0,4,1,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13609,15,True,14,0,5,2,2,0,4,9,6,1,5,2,d1:1;d3:1;d4:1;d6:1;d8:1;d9:1
13611,17,True,16,0,4,8,2,0,6,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13613,12,True,11,0,1,5,2,0,3,3,2,1,1,2,d1:1;d3:1
13615,21,True,20,0,2,4,4,0,0,4,3,1,2,2,d1:1;d2:1;d4:1
13617,34,True,33,0,7,4,14,0,8,6,3,1,2,2,d1:1;d3:1;d5:1
13619,34,True,33,0,7,20,14,0,8,6,3,1,2,2,d1:1;d3:1;d5:1
13621,11,True,10,0,1,4,2,0,2,5,3,2,1,3,d2:1;d4:1;d5:1
13623,16,True,15,0,2,6,5,0,5,4,2,1,1,2,d1:1;d3:1
13625,16,True,15,0,2,4,1,0,6,9,5,3,2,4,d2:1;d4:1;d5:1;d7:1;d9:1
13627,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
13629,13,True,12,0,1,6,2,0,4,3,2,1,1,2,d2:1;d3:1
13631,31,True,30,0,6,1,11,0,5,6,3,1,2,2,d1:1;d3:1;d5:1
13633,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
13635,26,True,25,0,3,4,9,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13637,23,True,22,0,4,6,9,0,4,3,2,1,1,2,d1:1;d3:1
13639,17,True,16,0,2,4,4,0,2,4,2,1,1,2,d1:1;d3:1
13641,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
13643,23,True,22,0,3,6,9,0,4,3,2,1,1,2,d1:1;d3:1
13645,23,True,22,0,3,6,9,0,2,7,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
13647,22,True,21,0,4,1,6,0,4,5,3,1,2,2,d1:1;d2:1;d4:1
13649,21,True,20,0,6,9,7,0,6,3,2,1,1,2,d1:1;d2:1
13651,20,True,19,0,5,7,6,0,5,3,2,1,1,2,d1:1;d2:1
13653,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
13655,28,True,27,0,5,10,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
13657,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
13659,28,True,27,0,5,2,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
13661,29,True,28,0,5,25,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
13663,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13665,15,True,14,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
13667,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13669,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13671,23,True,22,0,3,3,3,0,1,5,3,1,2,2,d1:1;d3:1;d5:1
13673,28,True,27,0,5,24,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
13675,30,True,29,0,5,5,13,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
13677,28,True,27,0,5,3,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
13679,12,True,11,0,2,1,1,0,0,4,3,1,2,2,d1:1;d2:1;d4:1
13681,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
13683,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13685,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
13687,24,True,23,0,3,6,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13689,26,True,25,0,5,3,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13691,27,True,26,0,5,2,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
13693,25,True,24,0,5,21,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
13695,9,True,8,0,1,1,1,0,0,7,4,3,1,4,d2:1;d4:1;d5:1;d7:1
13697,27,True,26,0,5,23,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
13699,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
13701,13,True,12,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
13703,10,True,9,0,1,1,1,0,0,3,2,1,1,2,d1:1;d3:1
13705,25,True,24,0,5,2,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
13707,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
13709,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13711,15,True,14,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
13713,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13715,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
13717,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13719,11,True,10,0,1,3,2,0,1,3,2,1,1,2,d1:1;d3:1
13721,13,True,12,0,0,-1,0,0,-1,0,0,0,0,0,none
13723,11,True,10,0,1,2,1,0,1,4,3,2,1,3,d1:1;d3:1;d4:1
13725,20,True,19,0,3,8,6,0,3,3,2,1,1,2,d1:1;d3:1
13727,13,True,12,0,2,2,2,0,0,5,3,1,2,2,d2:1;d3:1;d5:1
13729,13,True,12,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13731,26,True,25,0,5,2,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13733,25,True,24,0,5,4,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
13735,11,True,10,0,1,2,2,0,0,3,2,1,1,2,d1:1;d3:1
13737,15,True,14,0,1,3,3,0,2,4,3,2,1,3,d1:1;d3:1;d4:1
13739,33,True,32,0,4,10,5,0,22,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
13741,26,True,25,0,5,22,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13743,35,True,34,0,6,1,9,0,9,6,3,1,2,2,d1:1;d3:1;d5:1
13745,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
13747,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13749,26,True,25,0,4,4,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13751,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13753,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
13755,33,True,32,0,4,8,12,0,24,6,3,2,1,3,d2:1;d4:1;d5:1
13757,27,True,26,0,4,2,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
13759,18,True,17,0,5,12,12,0,1,5,3,1,2,2,d1:1;d3:1;d4:1
13761,26,True,25,0,4,21,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13763,23,True,22,0,2,5,4,0,1,5,3,1,2,2,d2:1;d4:1;d5:1
13765,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
13767,26,True,25,0,4,2,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13769,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13771,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13773,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
13775,28,True,27,0,7,11,11,0,6,5,2,1,1,2,d2:1;d4:1
13777,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
13779,29,True,28,0,4,3,12,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
13781,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
13783,26,True,25,0,5,22,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
13785,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
13787,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
13789,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
13791,18,True,17,0,2,4,4,0,1,3,2,1,1,2,d1:1;d3:1
13793,25,True,24,0,4,3,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
13795,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
13797,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13799,13,True,12,0,1,2,2,0,0,3,2,1,1,2,d1:1;d3:1
13801,22,True,21,0,2,7,6,0,3,3,2,1,1,2,d2:1;d3:1
13803,24,True,23,0,5,3,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
13805,15,True,14,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13807,12,True,11,0,2,2,2,0,0,4,3,1,2,2,d1:1;d2:1;d4:1
13809,11,True,10,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
13811,19,True,18,0,4,6,3,0,8,3,2,1,1,2,d1:1;d3:1
13813,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
13815,19,True,18,0,4,6,3,0,8,3,2,1,1,2,d1:1;d3:1
13817,20,True,19,0,4,7,3,0,9,3,2,1,1,2,d1:1;d3:1
13819,11,True,10,0,1,2,2,0,1,2,2,1,1,2,d1:1;d2:1
13821,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
13823,27,True,26,0,4,10,10,0,1,6,3,1,2,2,d1:1;d3:1;d5:1
13825,18,True,17,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
13827,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
